attack_name,attack_param,image_file,accuracy,ber
gaussian_blur,2,0031.png,1.0,0.0
gaussian_blur,2,0032.png,1.0,0.0
gaussian_blur,2,0033.png,1.0,0.0
gaussian_blur,2,0034.png,1.0,0.0
gaussian_blur,2,0035.png,1.0,0.0
gaussian_blur,2,0036.png,1.0,0.0
gaussian_blur,2,0037.png,1.0,0.0
gaussian_blur,2,0038.png,1.0,0.0
gaussian_blur,2,0039.png,1.0,0.0
gaussian_blur,2,0040.png,1.0,0.0
gaussian_blur,2,0041.png,1.0,0.0
gaussian_blur,2,0042.png,1.0,0.0
gaussian_blur,2,0043.png,1.0,0.0
gaussian_blur,2,0044.png,1.0,0.0
gaussian_blur,2,0045.png,0.99609375,0.00390625
gaussian_blur,2,0046.png,1.0,0.0
gaussian_blur,2,0047.png,1.0,0.0
gaussian_blur,2,0048.png,1.0,0.0
gaussian_blur,2,0049.png,1.0,0.0
gaussian_blur,2,0050.png,1.0,0.0
gaussian_blur,2,0051.png,0.9609375,0.0390625
gaussian_blur,2,0052.png,1.0,0.0
gaussian_blur,2,0053.png,1.0,0.0
gaussian_blur,2,0054.png,1.0,0.0
gaussian_blur,2,0055.png,1.0,0.0
gaussian_blur,2,0056.png,1.0,0.0
gaussian_blur,2,0057.png,0.99609375,0.00390625
gaussian_blur,2,0058.png,1.0,0.0
gaussian_blur,2,0059.png,1.0,0.0
gaussian_blur,2,0060.png,1.0,0.0
gaussian_blur,2,0061.png,1.0,0.0
gaussian_blur,2,0062.png,1.0,0.0
gaussian_blur,2,0063.png,1.0,0.0
gaussian_blur,2,0064.png,1.0,0.0
gaussian_blur,2,0065.png,1.0,0.0
gaussian_blur,2,0066.png,0.99609375,0.00390625
gaussian_blur,2,0067.png,0.99609375,0.00390625
gaussian_blur,2,0068.png,1.0,0.0
gaussian_blur,2,0069.png,1.0,0.0
gaussian_blur,2,0070.png,1.0,0.0
gaussian_blur,2,0071.png,1.0,0.0
gaussian_blur,2,0072.png,1.0,0.0
gaussian_blur,2,0073.png,1.0,0.0
gaussian_blur,2,0074.png,1.0,0.0
gaussian_blur,2,0075.png,1.0,0.0
gaussian_blur,2,0076.png,1.0,0.0
gaussian_blur,2,0077.png,1.0,0.0
gaussian_blur,2,0078.png,0.9921875,0.0078125
gaussian_blur,2,0079.png,1.0,0.0
gaussian_blur,2,0080.png,1.0,0.0
gaussian_blur,2,0081.png,1.0,0.0
gaussian_blur,2,0082.png,1.0,0.0
gaussian_blur,2,0083.png,1.0,0.0
gaussian_blur,2,0084.png,0.99609375,0.00390625
gaussian_blur,2,0085.png,0.9921875,0.0078125
gaussian_blur,2,0086.png,1.0,0.0
gaussian_blur,2,0087.png,1.0,0.0
gaussian_blur,2,0088.png,1.0,0.0
gaussian_blur,2,0089.png,1.0,0.0
gaussian_blur,2,0090.png,1.0,0.0
gaussian_blur,2,0091.png,1.0,0.0
gaussian_blur,2,0092.png,1.0,0.0
gaussian_blur,2,0093.png,1.0,0.0
gaussian_blur,2,0094.png,1.0,0.0
gaussian_blur,2,0095.png,1.0,0.0
gaussian_blur,2,0096.png,1.0,0.0
gaussian_blur,2,0097.png,1.0,0.0
gaussian_blur,2,0098.png,1.0,0.0
gaussian_blur,2,0099.png,1.0,0.0
gaussian_blur,2,0100.png,1.0,0.0
gaussian_blur,2,0101.png,1.0,0.0
gaussian_blur,2,0102.png,1.0,0.0
gaussian_blur,2,0103.png,1.0,0.0
gaussian_blur,2,0104.png,1.0,0.0
gaussian_blur,2,0105.png,1.0,0.0
gaussian_blur,2,0106.png,1.0,0.0
gaussian_blur,2,0107.png,1.0,0.0
gaussian_blur,2,0108.png,1.0,0.0
gaussian_blur,2,0109.png,1.0,0.0
gaussian_blur,2,0110.png,1.0,0.0
gaussian_blur,2,0111.png,1.0,0.0
gaussian_blur,2,0112.png,1.0,0.0
gaussian_blur,2,0113.png,1.0,0.0
gaussian_blur,2,0114.png,1.0,0.0
gaussian_blur,2,0115.png,1.0,0.0
gaussian_blur,2,0116.png,1.0,0.0
gaussian_blur,2,0117.png,1.0,0.0
gaussian_blur,2,0118.png,1.0,0.0
gaussian_blur,2,0119.png,1.0,0.0
gaussian_blur,2,0120.png,1.0,0.0
gaussian_blur,2,0121.png,1.0,0.0
gaussian_blur,2,0122.png,1.0,0.0
gaussian_blur,2,0123.png,1.0,0.0
gaussian_blur,2,0124.png,1.0,0.0
gaussian_blur,2,0125.png,1.0,0.0
gaussian_blur,2,0126.png,1.0,0.0
gaussian_blur,2,0127.png,1.0,0.0
gaussian_blur,2,0128.png,1.0,0.0
gaussian_blur,2,0129.png,1.0,0.0
gaussian_blur,2,0130.png,1.0,0.0
gaussian_blur,2,0131.png,1.0,0.0
gaussian_blur,2,0132.png,1.0,0.0
gaussian_blur,2,0133.png,1.0,0.0
gaussian_blur,2,0134.png,0.984375,0.015625
gaussian_blur,2,0135.png,1.0,0.0
gaussian_blur,2,0136.png,1.0,0.0
gaussian_blur,2,0137.png,1.0,0.0
gaussian_blur,2,0138.png,1.0,0.0
gaussian_blur,2,0139.png,1.0,0.0
gaussian_blur,2,0140.png,1.0,0.0
gaussian_blur,2,0141.png,1.0,0.0
gaussian_blur,2,0142.png,1.0,0.0
gaussian_blur,2,0143.png,1.0,0.0
gaussian_blur,2,0144.png,1.0,0.0
gaussian_blur,2,0145.png,1.0,0.0
gaussian_blur,2,0146.png,1.0,0.0
gaussian_blur,2,0147.png,1.0,0.0
gaussian_blur,2,0148.png,1.0,0.0
gaussian_blur,2,0149.png,1.0,0.0
gaussian_blur,2,0150.png,1.0,0.0
gaussian_blur,2,0151.png,1.0,0.0
gaussian_blur,2,0152.png,0.99609375,0.00390625
gaussian_blur,2,0153.png,0.9921875,0.0078125
gaussian_blur,2,0154.png,1.0,0.0
gaussian_blur,2,0155.png,1.0,0.0
gaussian_blur,2,0156.png,1.0,0.0
gaussian_blur,2,0157.png,1.0,0.0
gaussian_blur,2,0158.png,1.0,0.0
gaussian_blur,2,0159.png,1.0,0.0
gaussian_blur,2,0160.png,1.0,0.0
gaussian_blur,2,0161.png,1.0,0.0
gaussian_blur,2,0162.png,1.0,0.0
gaussian_blur,2,0163.png,1.0,0.0
gaussian_blur,2,0164.png,1.0,0.0
gaussian_blur,2,0165.png,1.0,0.0
gaussian_blur,2,0166.png,1.0,0.0
gaussian_blur,2,0167.png,1.0,0.0
gaussian_blur,2,0168.png,1.0,0.0
gaussian_blur,2,0169.png,1.0,0.0
gaussian_blur,2,0170.png,1.0,0.0
gaussian_blur,2,0171.png,1.0,0.0
gaussian_blur,2,0172.png,0.96875,0.03125
gaussian_blur,2,0173.png,1.0,0.0
gaussian_blur,2,0174.png,1.0,0.0
gaussian_blur,2,0175.png,1.0,0.0
gaussian_blur,2,0176.png,1.0,0.0
gaussian_blur,2,0177.png,1.0,0.0
gaussian_blur,2,0178.png,1.0,0.0
gaussian_blur,2,0179.png,1.0,0.0
gaussian_blur,2,0180.png,1.0,0.0
gaussian_blur,2,0181.png,1.0,0.0
gaussian_blur,2,0182.png,1.0,0.0
gaussian_blur,2,0183.png,1.0,0.0
gaussian_blur,2,0184.png,1.0,0.0
gaussian_blur,2,0185.png,1.0,0.0
gaussian_blur,2,0186.png,1.0,0.0
gaussian_blur,2,0187.png,1.0,0.0
gaussian_blur,2,0188.png,1.0,0.0
gaussian_blur,2,0189.png,1.0,0.0
gaussian_blur,2,0190.png,1.0,0.0
gaussian_blur,2,0191.png,1.0,0.0
gaussian_blur,2,0192.png,1.0,0.0
gaussian_blur,2,0193.png,1.0,0.0
gaussian_blur,2,0194.png,1.0,0.0
gaussian_blur,2,0195.png,1.0,0.0
gaussian_blur,2,0196.png,1.0,0.0
gaussian_blur,2,0197.png,1.0,0.0
gaussian_blur,2,0198.png,1.0,0.0
gaussian_blur,2,0199.png,1.0,0.0
gaussian_blur,4,0000.png,1.0,0.0
gaussian_blur,4,0001.png,0.96484375,0.03515625
gaussian_blur,4,0002.png,0.98828125,0.01171875
gaussian_blur,4,0003.png,0.96484375,0.03515625
gaussian_blur,4,0004.png,1.0,0.0
gaussian_blur,4,0005.png,0.94921875,0.05078125
gaussian_blur,4,0006.png,1.0,0.0
gaussian_blur,4,0007.png,0.97265625,0.02734375
gaussian_blur,4,0008.png,0.9765625,0.0234375
gaussian_blur,4,0009.png,0.9921875,0.0078125
gaussian_blur,4,0010.png,0.99609375,0.00390625
gaussian_blur,4,0011.png,0.984375,0.015625
gaussian_blur,4,0012.png,0.984375,0.015625
gaussian_blur,4,0013.png,0.98828125,0.01171875
gaussian_blur,4,0014.png,0.99609375,0.00390625
gaussian_blur,4,0015.png,0.9765625,0.0234375
gaussian_blur,4,0016.png,0.99609375,0.00390625
gaussian_blur,4,0017.png,0.98046875,0.01953125
gaussian_blur,4,0018.png,1.0,0.0
gaussian_blur,4,0019.png,0.98828125,0.01171875
gaussian_blur,4,0020.png,0.984375,0.015625
gaussian_blur,4,0021.png,0.96484375,0.03515625
gaussian_blur,4,0022.png,0.9921875,0.0078125
gaussian_blur,4,0023.png,0.98828125,0.01171875
gaussian_blur,4,0024.png,0.9140625,0.0859375
gaussian_blur,4,0025.png,0.99609375,0.00390625
gaussian_blur,4,0026.png,0.9921875,0.0078125
gaussian_blur,4,0027.png,0.9921875,0.0078125
gaussian_blur,4,0028.png,1.0,0.0
gaussian_blur,4,0029.png,0.99609375,0.00390625
gaussian_blur,4,0030.png,0.6875,0.3125
gaussian_blur,4,0031.png,0.99609375,0.00390625
gaussian_blur,4,0032.png,1.0,0.0
gaussian_blur,4,0033.png,1.0,0.0
gaussian_blur,4,0034.png,0.984375,0.015625
gaussian_blur,4,0035.png,1.0,0.0
gaussian_blur,4,0036.png,0.9609375,0.0390625
gaussian_blur,4,0037.png,0.9765625,0.0234375
gaussian_blur,4,0038.png,0.98046875,0.01953125
gaussian_blur,4,0039.png,0.94140625,0.05859375
gaussian_blur,4,0040.png,0.99609375,0.00390625
gaussian_blur,4,0041.png,1.0,0.0
gaussian_blur,4,0042.png,0.98828125,0.01171875
gaussian_blur,4,0043.png,0.98046875,0.01953125
gaussian_blur,4,0044.png,0.98828125,0.01171875
gaussian_blur,4,0045.png,0.9921875,0.0078125
gaussian_blur,4,0046.png,0.9609375,0.0390625
gaussian_blur,4,0047.png,0.96484375,0.03515625
gaussian_blur,4,0048.png,0.99609375,0.00390625
gaussian_blur,4,0049.png,0.99609375,0.00390625
gaussian_blur,4,0050.png,0.99609375,0.00390625
gaussian_blur,4,0051.png,0.8203125,0.1796875
gaussian_blur,4,0052.png,1.0,0.0
gaussian_blur,4,0053.png,0.9609375,0.0390625
gaussian_blur,4,0054.png,0.98046875,0.01953125
gaussian_blur,4,0055.png,0.98828125,0.01171875
gaussian_blur,4,0056.png,0.9609375,0.0390625
gaussian_blur,4,0057.png,0.96484375,0.03515625
gaussian_blur,4,0058.png,1.0,0.0
gaussian_blur,4,0059.png,0.99609375,0.00390625
gaussian_blur,4,0060.png,0.9921875,0.0078125
gaussian_blur,4,0061.png,0.9765625,0.0234375
gaussian_blur,4,0062.png,0.9921875,0.0078125
gaussian_blur,4,0063.png,0.98828125,0.01171875
gaussian_blur,4,0064.png,0.97265625,0.02734375
gaussian_blur,4,0065.png,0.99609375,0.00390625
gaussian_blur,4,0066.png,0.97265625,0.02734375
gaussian_blur,4,0067.png,0.9375,0.0625
gaussian_blur,4,0068.png,0.9921875,0.0078125
gaussian_blur,4,0069.png,1.0,0.0
gaussian_blur,4,0070.png,1.0,0.0
gaussian_blur,4,0071.png,0.984375,0.015625
gaussian_blur,4,0072.png,1.0,0.0
gaussian_blur,4,0073.png,0.98046875,0.01953125
gaussian_blur,4,0074.png,0.99609375,0.00390625
gaussian_blur,4,0075.png,1.0,0.0
gaussian_blur,4,0076.png,1.0,0.0
gaussian_blur,4,0077.png,0.9921875,0.0078125
gaussian_blur,4,0078.png,0.94921875,0.05078125
gaussian_blur,4,0079.png,1.0,0.0
gaussian_blur,4,0080.png,0.98828125,0.01171875
gaussian_blur,4,0081.png,1.0,0.0
gaussian_blur,4,0082.png,0.9921875,0.0078125
gaussian_blur,4,0083.png,0.98046875,0.01953125
gaussian_blur,4,0084.png,0.98046875,0.01953125
gaussian_blur,4,0085.png,0.94140625,0.05859375
gaussian_blur,4,0086.png,0.9921875,0.0078125
gaussian_blur,4,0087.png,0.98046875,0.01953125
gaussian_blur,4,0088.png,0.98828125,0.01171875
gaussian_blur,4,0089.png,1.0,0.0
gaussian_blur,4,0090.png,0.9921875,0.0078125
gaussian_blur,4,0091.png,0.9765625,0.0234375
gaussian_blur,4,0092.png,0.95703125,0.04296875
gaussian_blur,4,0093.png,1.0,0.0
gaussian_blur,4,0094.png,1.0,0.0
gaussian_blur,4,0095.png,1.0,0.0
gaussian_blur,4,0096.png,0.984375,0.015625
gaussian_blur,4,0097.png,0.953125,0.046875
gaussian_blur,4,0098.png,0.99609375,0.00390625
gaussian_blur,4,0099.png,0.99609375,0.00390625
gaussian_blur,4,0100.png,0.99609375,0.00390625
gaussian_blur,4,0101.png,0.984375,0.015625
gaussian_blur,4,0102.png,0.984375,0.015625
gaussian_blur,4,0103.png,0.99609375,0.00390625
gaussian_blur,4,0104.png,0.99609375,0.00390625
gaussian_blur,4,0105.png,0.98828125,0.01171875
gaussian_blur,4,0106.png,1.0,0.0
gaussian_blur,4,0107.png,0.99609375,0.00390625
gaussian_blur,4,0108.png,0.99609375,0.00390625
gaussian_blur,4,0109.png,0.99609375,0.00390625
gaussian_blur,4,0110.png,0.99609375,0.00390625
gaussian_blur,4,0111.png,0.984375,0.015625
gaussian_blur,4,0112.png,0.97265625,0.02734375
gaussian_blur,4,0113.png,1.0,0.0
gaussian_blur,4,0114.png,0.98046875,0.01953125
gaussian_blur,4,0115.png,0.984375,0.015625
gaussian_blur,4,0116.png,0.99609375,0.00390625
gaussian_blur,4,0117.png,0.984375,0.015625
gaussian_blur,4,0118.png,0.984375,0.015625
gaussian_blur,4,0119.png,0.97265625,0.02734375
gaussian_blur,4,0120.png,1.0,0.0
gaussian_blur,4,0121.png,0.984375,0.015625
gaussian_blur,4,0122.png,1.0,0.0
gaussian_blur,4,0123.png,0.9921875,0.0078125
gaussian_blur,4,0124.png,0.99609375,0.00390625
gaussian_blur,4,0125.png,0.9609375,0.0390625
gaussian_blur,4,0126.png,0.984375,0.015625
gaussian_blur,4,0127.png,0.96875,0.03125
gaussian_blur,4,0128.png,1.0,0.0
gaussian_blur,4,0129.png,0.99609375,0.00390625
gaussian_blur,4,0130.png,0.99609375,0.00390625
gaussian_blur,4,0131.png,1.0,0.0
gaussian_blur,4,0132.png,0.96875,0.03125
gaussian_blur,4,0133.png,0.97265625,0.02734375
gaussian_blur,4,0134.png,0.88671875,0.11328125
gaussian_blur,4,0135.png,1.0,0.0
gaussian_blur,4,0136.png,0.984375,0.015625
gaussian_blur,4,0137.png,1.0,0.0
gaussian_blur,4,0138.png,0.99609375,0.00390625
gaussian_blur,4,0139.png,0.98046875,0.01953125
gaussian_blur,4,0140.png,0.98046875,0.01953125
gaussian_blur,4,0141.png,1.0,0.0
gaussian_blur,4,0142.png,1.0,0.0
gaussian_blur,4,0143.png,0.99609375,0.00390625
gaussian_blur,4,0144.png,1.0,0.0
gaussian_blur,4,0145.png,0.94140625,0.05859375
gaussian_blur,4,0146.png,1.0,0.0
gaussian_blur,4,0147.png,0.984375,0.015625
gaussian_blur,4,0148.png,0.99609375,0.00390625
gaussian_blur,4,0149.png,0.984375,0.015625
gaussian_blur,4,0150.png,0.99609375,0.00390625
gaussian_blur,4,0151.png,0.93359375,0.06640625
gaussian_blur,4,0152.png,0.96875,0.03125
gaussian_blur,4,0153.png,0.93359375,0.06640625
gaussian_blur,4,0154.png,0.98828125,0.01171875
gaussian_blur,4,0155.png,0.99609375,0.00390625
gaussian_blur,4,0156.png,0.98828125,0.01171875
gaussian_blur,4,0157.png,1.0,0.0
gaussian_blur,4,0158.png,0.953125,0.046875
gaussian_blur,4,0159.png,0.98828125,0.01171875
gaussian_blur,4,0160.png,0.99609375,0.00390625
gaussian_blur,4,0161.png,1.0,0.0
gaussian_blur,4,0162.png,1.0,0.0
gaussian_blur,4,0163.png,0.9765625,0.0234375
gaussian_blur,4,0164.png,0.99609375,0.00390625
gaussian_blur,4,0165.png,0.98828125,0.01171875
gaussian_blur,4,0166.png,0.99609375,0.00390625
gaussian_blur,4,0167.png,0.9765625,0.0234375
gaussian_blur,4,0168.png,0.984375,0.015625
gaussian_blur,4,0169.png,0.9921875,0.0078125
gaussian_blur,4,0170.png,0.98046875,0.01953125
gaussian_blur,4,0171.png,0.96484375,0.03515625
gaussian_blur,4,0172.png,0.8828125,0.1171875
gaussian_blur,4,0173.png,0.953125,0.046875
gaussian_blur,4,0174.png,0.95703125,0.04296875
gaussian_blur,4,0175.png,0.96875,0.03125
gaussian_blur,4,0176.png,0.99609375,0.00390625
gaussian_blur,4,0177.png,0.99609375,0.00390625
gaussian_blur,4,0178.png,0.9609375,0.0390625
gaussian_blur,4,0179.png,1.0,0.0
gaussian_blur,4,0180.png,0.98828125,0.01171875
gaussian_blur,4,0181.png,0.99609375,0.00390625
gaussian_blur,4,0182.png,0.99609375,0.00390625
gaussian_blur,4,0183.png,0.98046875,0.01953125
gaussian_blur,4,0184.png,0.99609375,0.00390625
gaussian_blur,4,0185.png,0.984375,0.015625
gaussian_blur,4,0186.png,0.97265625,0.02734375
gaussian_blur,4,0187.png,0.98828125,0.01171875
gaussian_blur,4,0188.png,0.94140625,0.05859375
gaussian_blur,4,0189.png,1.0,0.0
gaussian_blur,4,0190.png,1.0,0.0
gaussian_blur,4,0191.png,1.0,0.0
gaussian_blur,4,0192.png,0.98828125,0.01171875
gaussian_blur,4,0193.png,0.9921875,0.0078125
gaussian_blur,4,0194.png,1.0,0.0
gaussian_blur,4,0195.png,0.9921875,0.0078125
gaussian_blur,4,0196.png,0.95703125,0.04296875
gaussian_blur,4,0197.png,0.984375,0.015625
gaussian_blur,4,0198.png,1.0,0.0
gaussian_blur,4,0199.png,0.98828125,0.01171875
gaussian_noise,0.01,0000.png,1.0,0.0
gaussian_noise,0.01,0001.png,1.0,0.0
gaussian_noise,0.01,0002.png,1.0,0.0
gaussian_noise,0.01,0003.png,1.0,0.0
gaussian_noise,0.01,0004.png,1.0,0.0
gaussian_noise,0.01,0005.png,1.0,0.0
gaussian_noise,0.01,0006.png,1.0,0.0
gaussian_noise,0.01,0007.png,1.0,0.0
gaussian_noise,0.01,0008.png,1.0,0.0
gaussian_noise,0.01,0009.png,1.0,0.0
gaussian_noise,0.01,0010.png,1.0,0.0
gaussian_noise,0.01,0011.png,1.0,0.0
gaussian_noise,0.01,0012.png,1.0,0.0
gaussian_noise,0.01,0013.png,1.0,0.0
gaussian_noise,0.01,0014.png,1.0,0.0
gaussian_noise,0.01,0015.png,1.0,0.0
gaussian_noise,0.01,0016.png,1.0,0.0
gaussian_noise,0.01,0017.png,1.0,0.0
gaussian_noise,0.01,0018.png,1.0,0.0
gaussian_noise,0.01,0019.png,1.0,0.0
gaussian_noise,0.01,0020.png,1.0,0.0
gaussian_noise,0.01,0021.png,1.0,0.0
gaussian_noise,0.01,0022.png,1.0,0.0
gaussian_noise,0.01,0023.png,1.0,0.0
gaussian_noise,0.01,0024.png,1.0,0.0
gaussian_noise,0.01,0025.png,1.0,0.0
gaussian_noise,0.01,0026.png,1.0,0.0
gaussian_noise,0.01,0027.png,1.0,0.0
gaussian_noise,0.01,0028.png,1.0,0.0
gaussian_noise,0.01,0029.png,1.0,0.0
gaussian_noise,0.01,0030.png,0.7578125,0.2421875
gaussian_noise,0.01,0031.png,1.0,0.0
gaussian_noise,0.01,0032.png,1.0,0.0
gaussian_noise,0.01,0033.png,1.0,0.0
gaussian_noise,0.01,0034.png,1.0,0.0
gaussian_noise,0.01,0035.png,1.0,0.0
gaussian_noise,0.01,0036.png,1.0,0.0
gaussian_noise,0.01,0037.png,1.0,0.0
gaussian_noise,0.01,0038.png,1.0,0.0
gaussian_noise,0.01,0039.png,1.0,0.0
gaussian_noise,0.01,0040.png,1.0,0.0
gaussian_noise,0.01,0041.png,1.0,0.0
gaussian_noise,0.01,0042.png,1.0,0.0
gaussian_noise,0.01,0043.png,1.0,0.0
gaussian_noise,0.01,0044.png,1.0,0.0
gaussian_noise,0.01,0045.png,1.0,0.0
gaussian_noise,0.01,0046.png,0.98046875,0.01953125
gaussian_noise,0.01,0047.png,1.0,0.0
gaussian_noise,0.01,0048.png,1.0,0.0
gaussian_noise,0.01,0049.png,1.0,0.0
gaussian_noise,0.01,0050.png,1.0,0.0
gaussian_noise,0.01,0051.png,1.0,0.0
gaussian_noise,0.01,0052.png,1.0,0.0
gaussian_noise,0.01,0053.png,1.0,0.0
gaussian_noise,0.01,0054.png,1.0,0.0
gaussian_noise,0.01,0055.png,1.0,0.0
gaussian_noise,0.01,0056.png,1.0,0.0
gaussian_noise,0.01,0057.png,1.0,0.0
gaussian_noise,0.01,0058.png,1.0,0.0
gaussian_noise,0.01,0059.png,1.0,0.0
gaussian_noise,0.01,0060.png,1.0,0.0
gaussian_noise,0.01,0061.png,1.0,0.0
gaussian_noise,0.01,0062.png,1.0,0.0
gaussian_noise,0.01,0063.png,1.0,0.0
gaussian_noise,0.01,0064.png,1.0,0.0
gaussian_noise,0.01,0065.png,1.0,0.0
gaussian_noise,0.01,0066.png,1.0,0.0
gaussian_noise,0.01,0067.png,1.0,0.0
gaussian_noise,0.01,0068.png,1.0,0.0
gaussian_noise,0.01,0069.png,1.0,0.0
gaussian_noise,0.01,0070.png,1.0,0.0
gaussian_noise,0.01,0071.png,1.0,0.0
gaussian_noise,0.01,0072.png,1.0,0.0
gaussian_noise,0.01,0073.png,1.0,0.0
gaussian_noise,0.01,0074.png,1.0,0.0
gaussian_noise,0.01,0075.png,1.0,0.0
gaussian_noise,0.01,0076.png,1.0,0.0
gaussian_noise,0.01,0077.png,1.0,0.0
gaussian_noise,0.01,0078.png,1.0,0.0
gaussian_noise,0.01,0079.png,1.0,0.0
gaussian_noise,0.01,0080.png,1.0,0.0
gaussian_noise,0.01,0081.png,1.0,0.0
gaussian_noise,0.01,0082.png,1.0,0.0
gaussian_noise,0.01,0083.png,1.0,0.0
gaussian_noise,0.01,0084.png,1.0,0.0
gaussian_noise,0.01,0085.png,0.9921875,0.0078125
gaussian_noise,0.01,0086.png,1.0,0.0
gaussian_noise,0.01,0087.png,1.0,0.0
gaussian_noise,0.01,0088.png,1.0,0.0
gaussian_noise,0.01,0089.png,1.0,0.0
gaussian_noise,0.01,0090.png,1.0,0.0
gaussian_noise,0.01,0091.png,1.0,0.0
gaussian_noise,0.01,0092.png,1.0,0.0
gaussian_noise,0.01,0093.png,1.0,0.0
gaussian_noise,0.01,0094.png,1.0,0.0
gaussian_noise,0.01,0095.png,1.0,0.0
gaussian_noise,0.01,0096.png,1.0,0.0
gaussian_noise,0.01,0097.png,1.0,0.0
gaussian_noise,0.01,0098.png,1.0,0.0
gaussian_noise,0.01,0099.png,1.0,0.0
gaussian_noise,0.01,0100.png,1.0,0.0
gaussian_noise,0.01,0101.png,1.0,0.0
gaussian_noise,0.01,0102.png,1.0,0.0
gaussian_noise,0.01,0103.png,1.0,0.0
gaussian_noise,0.01,0104.png,1.0,0.0
gaussian_noise,0.01,0105.png,1.0,0.0
gaussian_noise,0.01,0106.png,1.0,0.0
gaussian_noise,0.01,0107.png,1.0,0.0
gaussian_noise,0.01,0108.png,1.0,0.0
gaussian_noise,0.01,0109.png,1.0,0.0
gaussian_noise,0.01,0110.png,1.0,0.0
gaussian_noise,0.01,0111.png,1.0,0.0
gaussian_noise,0.01,0112.png,1.0,0.0
gaussian_noise,0.01,0113.png,1.0,0.0
gaussian_noise,0.01,0114.png,1.0,0.0
gaussian_noise,0.01,0115.png,1.0,0.0
gaussian_noise,0.01,0116.png,1.0,0.0
gaussian_noise,0.01,0117.png,1.0,0.0
gaussian_noise,0.01,0118.png,1.0,0.0
gaussian_noise,0.01,0119.png,1.0,0.0
gaussian_noise,0.01,0120.png,1.0,0.0
gaussian_noise,0.01,0121.png,1.0,0.0
gaussian_noise,0.01,0122.png,1.0,0.0
gaussian_noise,0.01,0123.png,1.0,0.0
gaussian_noise,0.01,0124.png,1.0,0.0
gaussian_noise,0.01,0125.png,1.0,0.0
gaussian_noise,0.01,0126.png,1.0,0.0
gaussian_noise,0.01,0127.png,1.0,0.0
gaussian_noise,0.01,0128.png,1.0,0.0
gaussian_noise,0.01,0129.png,1.0,0.0
gaussian_noise,0.01,0130.png,1.0,0.0
gaussian_noise,0.01,0131.png,1.0,0.0
gaussian_noise,0.01,0132.png,1.0,0.0
gaussian_noise,0.01,0133.png,1.0,0.0
gaussian_noise,0.01,0134.png,0.99609375,0.00390625
gaussian_noise,0.01,0135.png,1.0,0.0
gaussian_noise,0.01,0136.png,1.0,0.0
gaussian_noise,0.01,0137.png,1.0,0.0
gaussian_noise,0.01,0138.png,1.0,0.0
gaussian_noise,0.01,0139.png,1.0,0.0
gaussian_noise,0.01,0140.png,1.0,0.0
gaussian_noise,0.01,0141.png,1.0,0.0
gaussian_noise,0.01,0142.png,1.0,0.0
gaussian_noise,0.01,0143.png,1.0,0.0
gaussian_noise,0.01,0144.png,1.0,0.0
gaussian_noise,0.01,0145.png,1.0,0.0
gaussian_noise,0.01,0146.png,1.0,0.0
gaussian_noise,0.01,0147.png,1.0,0.0
gaussian_noise,0.01,0148.png,1.0,0.0
gaussian_noise,0.01,0149.png,1.0,0.0
gaussian_noise,0.01,0150.png,1.0,0.0
gaussian_noise,0.01,0151.png,1.0,0.0
gaussian_noise,0.01,0152.png,1.0,0.0
gaussian_noise,0.01,0153.png,0.99609375,0.00390625
gaussian_noise,0.01,0154.png,1.0,0.0
gaussian_noise,0.01,0155.png,1.0,0.0
gaussian_noise,0.01,0156.png,1.0,0.0
gaussian_noise,0.01,0157.png,1.0,0.0
gaussian_noise,0.01,0158.png,1.0,0.0
gaussian_noise,0.01,0159.png,1.0,0.0
gaussian_noise,0.01,0160.png,1.0,0.0
gaussian_noise,0.01,0161.png,1.0,0.0
gaussian_noise,0.01,0162.png,1.0,0.0
gaussian_noise,0.01,0163.png,1.0,0.0
gaussian_noise,0.01,0164.png,1.0,0.0
gaussian_noise,0.01,0165.png,1.0,0.0
gaussian_noise,0.01,0166.png,1.0,0.0
gaussian_noise,0.01,0167.png,1.0,0.0
gaussian_noise,0.01,0168.png,1.0,0.0
gaussian_noise,0.01,0169.png,1.0,0.0
gaussian_noise,0.01,0170.png,1.0,0.0
gaussian_noise,0.01,0171.png,1.0,0.0
gaussian_noise,0.01,0172.png,0.98046875,0.01953125
gaussian_noise,0.01,0173.png,1.0,0.0
gaussian_noise,0.01,0174.png,1.0,0.0
gaussian_noise,0.01,0175.png,1.0,0.0
gaussian_noise,0.01,0176.png,1.0,0.0
gaussian_noise,0.01,0177.png,1.0,0.0
gaussian_noise,0.01,0178.png,1.0,0.0
gaussian_noise,0.01,0179.png,1.0,0.0
gaussian_noise,0.01,0180.png,1.0,0.0
gaussian_noise,0.01,0181.png,1.0,0.0
gaussian_noise,0.01,0182.png,1.0,0.0
gaussian_noise,0.01,0183.png,1.0,0.0
gaussian_noise,0.01,0184.png,1.0,0.0
gaussian_noise,0.01,0185.png,1.0,0.0
gaussian_noise,0.01,0186.png,1.0,0.0
gaussian_noise,0.01,0187.png,1.0,0.0
gaussian_noise,0.01,0188.png,1.0,0.0
gaussian_noise,0.01,0189.png,1.0,0.0
gaussian_noise,0.01,0190.png,1.0,0.0
gaussian_noise,0.01,0191.png,1.0,0.0
gaussian_noise,0.01,0192.png,1.0,0.0
gaussian_noise,0.01,0193.png,1.0,0.0
